CreateMeshBuilder
AddVertex,2.1, -1.5, -0.9
AddVertex,-5.9, -1.5, -0.9
AddVertex,-5.9, -3, -0.9
AddVertex,2.1, -3, -0.9
AddVertex,0.5, -3.5, -0.9
AddVertex,-4.3, -3.5, -0.9
AddVertex,-4.3, -10, -0.9
AddVertex,0.5, -10, -0.9
AddVertex,-5.9, -1.5, 0.9
AddVertex,-5.9, -3, 0.9
AddVertex,-4.3, -3.5, 0.9
AddVertex,-4.3, -10, 0.9
AddVertex,2.1, -1.5, 0.9
AddVertex,2.1, -3, 0.9
AddVertex,0.5, -3.5, 0.9
AddVertex,0.5, -10, 0.9
AddFace,3,2,1,0
AddFace,2,3,4,5
AddFace,7,6,5,4
AddFace,1,2,9,8
AddFace,2,5,10,9
AddFace,5,6,11,10
AddFace,3,0,12,13
AddFace,4,3,13,14
AddFace,7,4,14,15
AddFace,8,9,13,12
AddFace,9,10,14,13
AddFace,10,11,15,14

LoadTexture,Pier.png
SetTextureCoordinates,0,0,0
SetTextureCoordinates,1,2,0
SetTextureCoordinates,2,2,0.176
SetTextureCoordinates,3,0,0.176
SetTextureCoordinates,4,0.4,0.235
SetTextureCoordinates,5,1.6,0.235
SetTextureCoordinates,6,1.6,1
SetTextureCoordinates,7,0.4,1
SetTextureCoordinates,8,3,0
SetTextureCoordinates,9,3,0.176
SetTextureCoordinates,10,2.6,0.235
SetTextureCoordinates,11,2.6,1
SetTextureCoordinates,12,1,0
SetTextureCoordinates,13,1,0.176
SetTextureCoordinates,14,1.4,0.235
SetTextureCoordinates,15,1.4,1
